text_id,macro_category,n_cases
cn_wr_b2_20_11_14_wj,Enhancement,12
cn_wr_b2_20_11_14_wj,Extension,1
cn_wr_b2_20_8_14_lx,Enhancement,3
cn_wr_b2_20_9_14_czr,Enhancement,4
cn_wr_b2_20_9_14_czr,Extension,1
cn_wr_b2_21_11_14_yn,Enhancement,3
cn_wr_b2_21_14_14_ly,Enhancement,4
cn_wr_b2_22_10_14_lm,Enhancement,3
cn_wr_b2_22_10_14_lm,Extension,1
cn_wr_b2_22_18_14_yj,Elaboration,1
cn_wr_b2_22_18_14_yj,Enhancement,5
cn_wr_b2_22_18_14_yj,Extension,2
cn_wr_b2_23_14_14_zhb,Enhancement,3
cn_wr_b2_23_15_14_xw,Enhancement,5
cn_wr_b2_23_15_14_xw,Extension,1
cn_wr_b2_24_12_14_shy,Enhancement,5
cn_wr_b2_24_12_14_shy,Extension,1
cn_wr_b2_24_15_14_wh,Enhancement,7
cn_wr_b2_24_15_14_wh,Extension,2
cn_wr_b2_24_17_14_yz,Enhancement,5
cn_wr_b2_24_18_14_qhs,Enhancement,5
cn_wr_b2_24_18_14_qhs,Extension,2
cn_wr_b2_24_8_14_lsx,Enhancement,4
cn_wr_b2_24_8_14_lsx,Extension,3
cn_wr_b2_26_17_14_js,Enhancement,7
cn_wr_b2_26_17_14_js,Extension,2
cn_wr_b2_26_7_14_el,Enhancement,2
cn_wr_b2_26_7_14_el,Extension,1
cn_wr_b2_27_17_14_xy,Enhancement,6
cn_wr_b2_27_17_14_xy,Extension,1
cn_wr_b2_28_15_14_zkh,Enhancement,2
cn_wr_b2_28_15_14_zkh,Extension,2
cn_wr_b2_29_20_14_xh,Enhancement,3
cn_wr_b2_29_20_14_xh,Extension,1
cn_wr_b2_29_9_14_zrx,Enhancement,4
cn_wr_b2_29_9_14_zrx,Extension,2
cn_wr_b2_30_22_14_mh,Enhancement,6
cn_wr_b2_30_22_14_mh,Extension,4
cn_wr_b2_34_17_14_ww,Enhancement,6
cn_wr_c1_20_13_14_lc,Enhancement,5
cn_wr_c1_21_15_14_cyw,Enhancement,7
cn_wr_c1_21_15_14_cyw,Extension,2
cn_wr_c1_21_9_14_hx,Enhancement,4
cn_wr_c1_21_9_14_hx,Extension,2
cn_wr_c1_22_16_14_ihs,Enhancement,17
cn_wr_c1_22_16_14_ihs,Extension,2
cn_wr_c1_22_17_14_cq,Enhancement,3
cn_wr_c1_22_17_14_cq,Extension,6
cn_wr_c1_23_17_14_lc,Enhancement,6
cn_wr_c1_23_17_14_lc,Extension,1
cn_wr_c1_24_18_14_ws,Enhancement,3
cn_wr_c1_27_17_14_rlt,Enhancement,4
cn_wr_c1_27_17_14_rlt,Extension,1
cn_wr_c1_27_22_14_sun,Enhancement,3
cn_wr_c1_32_10_14_cc,Enhancement,7
cn_wr_c1_32_10_14_ln,Enhancement,5
cn_wr_c1_32_19_14_hp,Enhancement,3
cn_wr_c1_32_19_14_hp,Extension,1
cn_wr_c1_32_22_14_hg,Enhancement,4
cn_wr_c1_32_22_14_hg,Extension,3
cn_wr_c1_32_22_14_xt,Enhancement,8
cn_wr_c1_32_22_14_xt,Extension,5
cn_wr_c1_32_24_14_ly,Enhancement,9
cn_wr_c1_32_25_14_wyy,Elaboration,1
cn_wr_c1_32_25_14_wyy,Enhancement,9
cn_wr_c1_32_25_14_wyy,Extension,4
cn_wr_c2_21_15_14_mys,Enhancement,4
cn_wr_c2_21_15_14_mys,Extension,1
cn_wr_c2_23_10_14_sw,Elaboration,1
cn_wr_c2_23_10_14_sw,Enhancement,7
cn_wr_c2_23_10_14_sw,Extension,1
cn_wr_c2_27_19_14_ez,Enhancement,4
cn_wr_c2_31_25_14_ll,Enhancement,7
cz_wr_a1_18_10_14_pp,Enhancement,5
cz_wr_a1_18_10_14_pp,Extension,1
cz_wr_a2_18_10_14_dp,Enhancement,2
cz_wr_a2_18_10_14_dp,Extension,1
cz_wr_a2_18_10_14_fc,Enhancement,3
cz_wr_a2_18_10_14_fc,Extension,3
cz_wr_a2_18_10_14_mh,Enhancement,2
cz_wr_a2_18_10_14_mh,Extension,1
cz_wr_a2_18_11_14_jn,Enhancement,2
cz_wr_a2_18_14_14_svvv,Enhancement,3
cz_wr_a2_18_14_14_svvv,Extension,4
cz_wr_a2_18_3_14_dr,Enhancement,4
cz_wr_a2_18_8.5_14_al,Enhancement,2
cz_wr_a2_18_8.5_14_al,Extension,3
cz_wr_a2_18_9_14_ap,Elaboration,1
cz_wr_a2_18_9_14_ap,Enhancement,6
cz_wr_a2_18_9_14_kz,Enhancement,10
cz_wr_a2_18_9_14_kz,Extension,2
cz_wr_a2_19_10_14_dr,Elaboration,1
cz_wr_a2_19_10_14_dr,Enhancement,5
cz_wr_a2_19_10_14_dr,Extension,7
cz_wr_a2_19_12_14_bp,Enhancement,3
cz_wr_a2_19_12_14_bp,Extension,3
cz_wr_a2_19_13_14_mh,Enhancement,7
cz_wr_a2_19_13_14_mh,Extension,3
cz_wr_a2_19_13_14_vv,Enhancement,13
cz_wr_a2_19_13_14_vv,Extension,8
cz_wr_a2_19_9_14_lh,Enhancement,5
cz_wr_a2_19_9_14_lh,Extension,1
cz_wr_b1_18_10.5_14_mp,Elaboration,1
cz_wr_b1_18_10.5_14_mp,Enhancement,7
cz_wr_b1_18_10.5_14_mp,Extension,3
cz_wr_b1_18_10_14_tr,Enhancement,6
cz_wr_b1_18_12_14_svv,Enhancement,3
cz_wr_b1_18_12_14_svv,Extension,1
cz_wr_b1_18_14_14_kn,Enhancement,19
cz_wr_b1_18_14_14_kn,Extension,8
cz_wr_b1_18_3_14_vpk,Enhancement,3
cz_wr_b1_18_3_14_vpk,Extension,1
cz_wr_b1_18_9.5_14_kc,Enhancement,5
cz_wr_b1_18_9.5_14_kc,Extension,1
cz_wr_b1_19_10_14_am,Enhancement,7
cz_wr_b1_19_10_14_am,Extension,2
cz_wr_b1_19_10_14_mb,Enhancement,7
cz_wr_b1_19_10_14_mb,Extension,4
cz_wr_b1_20_14_14_at,Enhancement,9
cz_wr_b1_20_14_14_at,Extension,4
cz_wr_b1_33_24_14_vj,Enhancement,5
cz_wr_b1_33_24_14_vj,Extension,2
cz_wr_b1_34_5_14_lk,Enhancement,5
cz_wr_b1_47_4_14_vh,Enhancement,3
cz_wr_b1_47_4_14_vh,Extension,8
cz_wr_b1_62_5_14_bk,Enhancement,5
cz_wr_b1_75_5_14_em,Enhancement,3
cz_wr_b1_75_5_14_em,Extension,1
cz_wr_b2_18_10_14_ar,Enhancement,6
cz_wr_b2_18_10_14_ar,Extension,2
cz_wr_b2_18_10_14_ms,Enhancement,6
cz_wr_b2_18_10_14_ms,Extension,2
cz_wr_b2_18_11_14_ld,Enhancement,13
cz_wr_b2_18_11_14_ld,Extension,1
cz_wr_b2_18_12_14_jf,Enhancement,10
cz_wr_b2_18_12_14_jf,Extension,2
cz_wr_b2_18_15.5_14_os,Enhancement,4
cz_wr_b2_18_8_14_dn,Enhancement,7
cz_wr_b2_18_8_14_dn,Extension,1
cz_wr_b2_18_8_14_nd,Enhancement,10
cz_wr_b2_18_8_14_nd,Extension,5
cz_wr_b2_19_11_14_tv,Enhancement,3
cz_wr_b2_19_11_14_tv,Extension,2
cz_wr_b2_19_13_14_jch,Enhancement,19
cz_wr_b2_19_13_14_jch,Extension,6
cz_wr_b2_22_18_14_lg,Enhancement,8
cz_wr_b2_22_18_14_lg,Extension,2
cz_wr_b2_24_17_14_kp,Enhancement,9
cz_wr_b2_24_17_14_kp,Extension,1
cz_wr_b2_26_16_14_ab,Enhancement,4
cz_wr_b2_26_16_14_ab,Extension,1
cz_wr_b2_28_19_14_pm,Enhancement,9
cz_wr_b2_28_19_14_pm,Extension,1
cz_wr_b2_29_17_14_ts,Enhancement,3
cz_wr_b2_30_10_14_jv,Elaboration,1
cz_wr_b2_30_10_14_jv,Enhancement,9
cz_wr_b2_30_10_14_jv,Extension,4
cz_wr_b2_31_21_14_ml,Enhancement,3
cz_wr_b2_31_21_14_ml,Extension,1
cz_wr_b2_33_17_14_vk,Enhancement,7
cz_wr_b2_33_17_14_vk,Extension,8
cz_wr_b2_34_22_14_kh,Enhancement,4
cz_wr_b2_34_22_14_kh,Extension,2
cz_wr_b2_35_32_14_mk,Enhancement,3
cz_wr_b2_35_32_14_mk,Extension,3
cz_wr_b2_44_30_14_kb,Enhancement,3
cz_wr_b2_44_30_14_kb,Extension,3
cz_wr_c1_18_14_14_bf,Enhancement,10
cz_wr_c1_18_9_14_cp,Elaboration,4
cz_wr_c1_18_9_14_cp,Enhancement,26
cz_wr_c1_18_9_14_cp,Extension,16
cz_wr_c1_18_9_14_nk,Enhancement,2
cz_wr_c1_19_10_14_fb,Enhancement,4
cz_wr_c1_19_10_14_fb,Extension,2
cz_wr_c1_19_14_14_vaz,Enhancement,8
cz_wr_c1_19_14_14_vaz,Extension,2
cz_wr_c1_20_10_14_bv,Enhancement,5
cz_wr_c1_24_14_14_as,Elaboration,1
cz_wr_c1_24_14_14_as,Enhancement,7
cz_wr_c1_24_14_14_as,Extension,1
cz_wr_c1_33_16_14_sr,Enhancement,3
cz_wr_c1_33_16_14_sr,Extension,1
cz_wr_c1_33_30_14_jp,Elaboration,1
cz_wr_c1_33_30_14_jp,Enhancement,5
cz_wr_c1_38_28_14_jp,Enhancement,3
cz_wr_c1_38_28_14_jp,Extension,2
cz_wr_c1_44_32_14_lm,Elaboration,1
cz_wr_c1_44_32_14_lm,Enhancement,9
cz_wr_c1_47_37_14_tch,Enhancement,6
cz_wr_c1_47_37_14_tch,Extension,1
cz_wr_c2_19_11_14_aa,Enhancement,13
cz_wr_c2_19_11_14_aa,Extension,8
cz_wr_c2_19_12.5_14_vk,Enhancement,8
cz_wr_c2_19_12.5_14_vk,Extension,1
cz_wr_c2_21_15_14_af,Enhancement,30
cz_wr_c2_21_15_14_af,Extension,2
cz_wr_c2_23_15_14_ks,Elaboration,1
cz_wr_c2_23_15_14_ks,Enhancement,11
cz_wr_c2_23_15_14_ks,Extension,2
cz_wr_c2_23_17_14_pl,Enhancement,8
cz_wr_c2_23_17_14_pl,Extension,6
cz_wr_c2_23_19_14_vz,Enhancement,9
cz_wr_c2_24_13_14_mv,Enhancement,5
cz_wr_c2_24_13_14_mv,Extension,1
cz_wr_c2_24_15_14_sv,Enhancement,10
cz_wr_c2_24_15_14_sv,Extension,4
cz_wr_c2_24_17_14_tr,Enhancement,5
cz_wr_c2_24_17_14_tr,Extension,2
cz_wr_c2_24_18_14_nm,Enhancement,3
cz_wr_c2_24_18_14_nm,Extension,2
cz_wr_c2_24_20_14_vr,Enhancement,2
cz_wr_c2_24_20_14_vr,Extension,1
cz_wr_c2_25_17_14_ss,Enhancement,3
cz_wr_c2_25_17_14_ss,Extension,3
cz_wr_c2_26_17_14_ks,Enhancement,8
cz_wr_c2_27_23_14_vj,Elaboration,1
cz_wr_c2_27_23_14_vj,Enhancement,22
cz_wr_c2_27_23_14_vj,Extension,4
cz_wr_c2_38_20_14_tt,Enhancement,3
cz_wr_c2_38_20_14_tt,Extension,1
cz_wr_c2_39_29_14_es,Enhancement,5
cz_wr_c2_39_29_14_es,Extension,2
cz_wr_c2_43_31_14_jm,Enhancement,4
cz_wr_c2_43_31_14_jm,Extension,2
cz_wr_c2_49_40_14_lk,Enhancement,5
de_wr_b1_19_11_13_rn,Enhancement,4
de_wr_b1_19_11_13_rn,Extension,1
de_wr_b1_21_12_13_se,Enhancement,7
de_wr_b1_21_12_13_se,Extension,1
de_wr_b1_22_11_13_ls,Enhancement,2
de_wr_b1_22_15_13_lf,Enhancement,5
de_wr_b1_24_16_14_mw,Enhancement,2
de_wr_b1_24_16_14_mw,Extension,1
de_wr_b1_26_13_13_tm,Enhancement,4
de_wr_b1_33_10_14_jr,Enhancement,14
de_wr_b1_33_10_14_jr,Extension,3
de_wr_b2_18_10_14_pm,Elaboration,1
de_wr_b2_18_10_14_pm,Enhancement,10
de_wr_b2_18_10_14_pm,Extension,3
de_wr_b2_18_13_14_fr,Enhancement,4
de_wr_b2_18_13_14_fr,Extension,2
de_wr_b2_18_16_14_ln,Enhancement,5
de_wr_b2_18_16_14_ln,Extension,1
de_wr_b2_18_8_13_ld,Enhancement,8
de_wr_b2_18_9_14_tb,Enhancement,7
de_wr_b2_19_10_14_al,Enhancement,7
de_wr_b2_19_10_14_alk,Enhancement,11
de_wr_b2_19_10_14_ar,Enhancement,3
de_wr_b2_19_10_14_ea,Enhancement,5
de_wr_b2_19_10_14_lg,Enhancement,3
de_wr_b2_19_10_14_lg,Extension,1
de_wr_b2_19_10_14_vj,Enhancement,11
de_wr_b2_19_11_13_ks,Enhancement,7
de_wr_b2_19_11_14_gd,Elaboration,1
de_wr_b2_19_11_14_gd,Enhancement,5
de_wr_b2_19_8_14_bh,Enhancement,6
de_wr_b2_19_8_14_bh,Extension,1
de_wr_b2_19_9_13_ia,Enhancement,4
de_wr_b2_19_9_13_ia,Extension,3
de_wr_b2_20_10.5_13_gd,Elaboration,1
de_wr_b2_20_10.5_13_gd,Enhancement,5
de_wr_b2_20_10.5_13_gd,Extension,1
de_wr_b2_20_10.5_14_ad,Enhancement,4
de_wr_b2_20_10_13_mg,Enhancement,3
de_wr_b2_20_10_13_mg,Extension,3
de_wr_b2_20_10_14_sa,Enhancement,6
de_wr_b2_20_10_14_sa,Extension,1
de_wr_b2_20_12_13_at,Enhancement,4
de_wr_b2_20_12_13_lh,Enhancement,4
de_wr_b2_20_12_13_vk,Enhancement,7
de_wr_b2_20_12_13_vk,Extension,1
de_wr_b2_20_12_14_ck,Enhancement,3
de_wr_b2_20_12_14_ck,Extension,3
de_wr_b2_20_12_14_eb,Enhancement,6
de_wr_b2_20_12_14_eb,Extension,1
de_wr_b2_20_13_14_cf,Enhancement,8
de_wr_b2_20_13_14_cf,Extension,1
de_wr_b2_20_13_14_sc,Enhancement,4
de_wr_b2_20_13_14_sc,Extension,1
de_wr_b2_20_16_14_pc,Enhancement,5
de_wr_b2_20_8_13_ja,Enhancement,7
de_wr_b2_20_9_13_lr,Enhancement,5
de_wr_b2_21_11_13_js,Enhancement,6
de_wr_b2_21_11_14_ng,Enhancement,6
de_wr_b2_21_11_14_ng,Extension,4
de_wr_b2_21_12_13_vr,Elaboration,2
de_wr_b2_21_12_13_vr,Enhancement,8
de_wr_b2_21_12_13_vr,Extension,2
de_wr_b2_21_13_13_ck,Enhancement,7
de_wr_b2_21_13_13_ck,Extension,3
de_wr_b2_21_13_14_ds,Elaboration,1
de_wr_b2_21_13_14_ds,Enhancement,9
de_wr_b2_21_13_14_ds,Extension,1
de_wr_b2_21_13_14_ts,Enhancement,9
de_wr_b2_21_13_14_ts,Extension,1
de_wr_b2_21_19_14_ns,Enhancement,5
de_wr_b2_21_19_14_ns,Extension,1
de_wr_b2_21_8_13_ls,Enhancement,4
de_wr_b2_21_8_13_ls,Extension,1
de_wr_b2_21_9_14_ar,Enhancement,8
de_wr_b2_21_9_14_ar,Extension,1
de_wr_b2_22_11_13_jm,Enhancement,9
de_wr_b2_22_11_13_jm,Extension,2
de_wr_b2_22_11_14_ak,Enhancement,9
de_wr_b2_22_11_14_ak,Extension,1
de_wr_b2_22_13.5_14_ps,Enhancement,6
de_wr_b2_22_15_14_lso,Enhancement,4
de_wr_b2_22_15_14_lso,Extension,1
de_wr_b2_23_12_13_am,Enhancement,7
de_wr_b2_23_12_13_am,Extension,1
de_wr_b2_23_12_13_sa,Enhancement,4
de_wr_b2_23_14_14_ct,Enhancement,2
de_wr_b2_23_14_14_ct,Extension,1
de_wr_b2_23_14_14_gz,Enhancement,3
de_wr_b2_23_16_14_aq,Enhancement,6
de_wr_b2_23_16_14_ls,Enhancement,3
de_wr_b2_23_16_14_ls,Extension,4
de_wr_b2_23_21_13_lb,Enhancement,7
de_wr_b2_23_21_13_lb,Extension,1
de_wr_b2_24_11_13_lt,Enhancement,7
de_wr_b2_24_11_13_lt,Extension,4
de_wr_b2_24_17_13_rs,Enhancement,2
de_wr_b2_24_17_13_rs,Extension,1
de_wr_b2_25_14_13_gp,Elaboration,2
de_wr_b2_25_14_13_gp,Enhancement,6
de_wr_b2_25_14_13_gp,Extension,3
de_wr_b2_25_19_14_arb,Enhancement,9
de_wr_b2_26_12_13_ss,Enhancement,4
de_wr_b2_26_12_13_ss,Extension,2
de_wr_b2_27_16_13_kk,Enhancement,6
de_wr_b2_27_16_13_kk,Extension,2
de_wr_b2_29_20_14_er,Enhancement,3
de_wr_b2_31_12_14_pl,Enhancement,7
de_wr_b2_31_12_14_pl,Extension,3
de_wr_b2_52_11_13_re,Enhancement,7
de_wr_b2_52_11_13_re,Extension,1
de_wr_c1_17_8.5_14_ak,Enhancement,5
de_wr_c1_18_10_14_hm,Enhancement,4
de_wr_c1_18_11_14_ak,Enhancement,9
de_wr_c1_18_11_14_jj,Enhancement,8
de_wr_c1_19_10.5_13_ag,Enhancement,7
de_wr_c1_19_10.5_13_ag,Extension,1
de_wr_c1_19_10_13_cd,Enhancement,3
de_wr_c1_19_10_13_cd,Extension,2
de_wr_c1_19_10_13_dt,Enhancement,2
de_wr_c1_19_10_14_mw,Enhancement,12
de_wr_c1_19_11_13_cg,Enhancement,5
de_wr_c1_19_11_13_cg,Extension,2
de_wr_c1_19_11_13_mp,Enhancement,5
de_wr_c1_19_11_14_cs,Elaboration,1
de_wr_c1_19_11_14_cs,Enhancement,4
de_wr_c1_19_11_14_jb,Enhancement,4
de_wr_c1_19_11_14_jb,Extension,1
de_wr_c1_19_11_14_lm,Enhancement,6
de_wr_c1_19_11_14_nc,Enhancement,6
de_wr_c1_19_11_14_nc,Extension,1
de_wr_c1_19_12_14_ed,Enhancement,6
de_wr_c1_19_12_14_kw,Enhancement,7
de_wr_c1_19_12_14_kw,Extension,2
de_wr_c1_19_12_14_llb,Enhancement,5
de_wr_c1_19_15_13_fs,Enhancement,3
de_wr_c1_19_15_13_fs,Extension,1
de_wr_c1_19_8_14_on,Enhancement,5
de_wr_c1_19_8_14_on,Extension,1
de_wr_c1_19_9_14_ak,Enhancement,9
de_wr_c1_19_9_14_ak,Extension,1
de_wr_c1_20_10_14_mh,Enhancement,14
de_wr_c1_20_10_14_sb,Enhancement,11
de_wr_c1_20_10_14_sb,Extension,1
de_wr_c1_20_11_13_ak,Enhancement,11
de_wr_c1_20_11_13_ak,Extension,1
de_wr_c1_20_11_13_lk,Enhancement,6
de_wr_c1_20_11_13_lk,Extension,2
de_wr_c1_20_11_13_nl,Enhancement,6
de_wr_c1_20_11_13_nl,Extension,1
de_wr_c1_20_11_14_alb,Enhancement,3
de_wr_c1_20_11_14_as,Enhancement,9
de_wr_c1_20_11_14_nsw,Enhancement,5
de_wr_c1_20_12.5_14_jv,Enhancement,9
de_wr_c1_20_12.5_14_jv,Extension,1
de_wr_c1_20_12_13_mn,Enhancement,4
de_wr_c1_20_12_13_mn,Extension,1
de_wr_c1_20_12_14_ab,Enhancement,12
de_wr_c1_20_12_14_ah,Enhancement,7
de_wr_c1_20_12_14_ah,Extension,3
de_wr_c1_20_12_14_jk,Elaboration,1
de_wr_c1_20_12_14_jk,Enhancement,9
de_wr_c1_20_12_14_jk,Extension,3
de_wr_c1_20_12_14_jo,Elaboration,1
de_wr_c1_20_12_14_jo,Enhancement,7
de_wr_c1_20_12_14_jo,Extension,1
de_wr_c1_20_12_14_js,Enhancement,3
de_wr_c1_20_12_14_js,Extension,2
de_wr_c1_20_12_14_jt,Enhancement,6
de_wr_c1_20_12_14_jt,Extension,2
de_wr_c1_20_12_14_jv,Enhancement,4
de_wr_c1_20_12_14_jv,Extension,2
de_wr_c1_20_12_14_kh,Enhancement,5
de_wr_c1_20_12_14_khm,Enhancement,3
de_wr_c1_20_12_14_khm,Extension,1
de_wr_c1_20_12_14_ll,Elaboration,1
de_wr_c1_20_12_14_ll,Enhancement,8
de_wr_c1_20_12_14_ll,Extension,2
de_wr_c1_20_12_14_md,Enhancement,7
de_wr_c1_20_12_14_md,Extension,4
de_wr_c1_20_12_14_mdd,Enhancement,12
de_wr_c1_20_12_14_nr,Enhancement,10
de_wr_c1_20_12_14_nr,Extension,3
de_wr_c1_20_12_14_ns,Enhancement,3
de_wr_c1_20_12_14_sk,Elaboration,1
de_wr_c1_20_12_14_sk,Enhancement,5
de_wr_c1_20_12_14_sk,Extension,1
de_wr_c1_20_12_14_tz,Enhancement,7
de_wr_c1_20_12_14_tz,Extension,1
de_wr_c1_20_12_14_vs,Enhancement,20
de_wr_c1_20_12_14_vs,Extension,2
de_wr_c1_20_15_14_lh,Enhancement,6
de_wr_c1_20_15_14_lh,Extension,3
de_wr_c1_20_15_14_pj,Enhancement,9
de_wr_c1_20_15_14_pj,Extension,1
de_wr_c1_20_9_13_as,Enhancement,4
de_wr_c1_20_9_13_as,Extension,3
de_wr_c1_21_10_13_sl,Enhancement,8
de_wr_c1_21_10_14_ae,Enhancement,5
de_wr_c1_21_11.5_14_rd,Enhancement,5
de_wr_c1_21_11.5_14_rd,Extension,1
de_wr_c1_21_11_13_at,Enhancement,5
de_wr_c1_21_11_13_at,Extension,1
de_wr_c1_21_11_13_fl,Enhancement,3
de_wr_c1_21_11_13_fl,Extension,3
de_wr_c1_21_11_13_id,Enhancement,7
de_wr_c1_21_11_13_sh,Enhancement,9
de_wr_c1_21_11_13_sh,Extension,4
de_wr_c1_21_11_13_ss,Enhancement,6
de_wr_c1_21_11_13_ss,Extension,2
de_wr_c1_21_11_14_jb,Enhancement,8
de_wr_c1_21_11_14_jv,Enhancement,8
de_wr_c1_21_12.5_14_mr,Enhancement,3
de_wr_c1_21_12.5_14_mr,Extension,1
de_wr_c1_21_12.5_14_vld,Enhancement,8
de_wr_c1_21_12_13_jb,Enhancement,4
de_wr_c1_21_12_13_jb,Extension,1
de_wr_c1_21_12_13_lj,Enhancement,10
de_wr_c1_21_12_13_lj,Extension,1
de_wr_c1_21_12_14_fs,Enhancement,7
de_wr_c1_21_12_14_mcn,Enhancement,8
de_wr_c1_21_12_14_mcn,Extension,1
de_wr_c1_21_13.5_14_tl,Enhancement,3
de_wr_c1_21_13_13_le,Enhancement,6
de_wr_c1_21_13_13_le,Extension,1
de_wr_c1_21_13_13_ss,Enhancement,7
de_wr_c1_21_13_13_ss,Extension,2
de_wr_c1_21_13_14_cjk,Enhancement,6
de_wr_c1_21_13_14_gw,Enhancement,9
de_wr_c1_21_13_14_hg,Enhancement,7
de_wr_c1_21_13_14_lm,Enhancement,6
de_wr_c1_21_13_14_lr,Enhancement,2
de_wr_c1_21_13_14_lw,Enhancement,14
de_wr_c1_21_13_14_lw,Extension,3
de_wr_c1_21_13_14_sh,Enhancement,2
de_wr_c1_21_14_13_fk,Enhancement,2
de_wr_c1_21_14_13_fk,Extension,1
de_wr_c1_21_15_13_rd,Enhancement,13
de_wr_c1_21_15_13_rd,Extension,2
de_wr_c1_21_15_14_rs,Enhancement,13
de_wr_c1_21_15_14_rs,Extension,1
de_wr_c1_21_16_13_du,Elaboration,1
de_wr_c1_21_16_13_du,Enhancement,11
de_wr_c1_21_16_13_du,Extension,3
de_wr_c1_21_17_14_ls,Enhancement,8
de_wr_c1_21_17_14_ls,Extension,3
de_wr_c1_21_9_14_tm,Enhancement,7
de_wr_c1_21_9_14_tm,Extension,2
de_wr_c1_22_12_13_ah,Enhancement,13
de_wr_c1_22_12_13_ah,Extension,1
de_wr_c1_22_12_13_db,Enhancement,12
de_wr_c1_22_12_13_db,Extension,1
de_wr_c1_22_13_14_dw,Enhancement,9
de_wr_c1_22_14_14_bg,Enhancement,5
de_wr_c1_22_14_14_bg,Extension,3
de_wr_c1_22_14_14_slk,Enhancement,8
de_wr_c1_22_14_14_slk,Extension,1
de_wr_c1_22_15_14_ad,Enhancement,6
de_wr_c1_22_15_14_ad,Extension,1
de_wr_c1_22_15_14_ct,Elaboration,2
de_wr_c1_22_15_14_ct,Enhancement,7
de_wr_c1_22_15_14_ct,Extension,3
de_wr_c1_22_15_14_nb,Enhancement,7
de_wr_c1_22_15_14_nb,Extension,2
de_wr_c1_22_9_13_lv,Enhancement,7
de_wr_c1_23_10_13_sp,Enhancement,6
de_wr_c1_23_11_13_jm,Enhancement,5
de_wr_c1_23_11_13_jm,Extension,3
de_wr_c1_23_11_14_jp,Enhancement,5
de_wr_c1_23_14_14_cr,Enhancement,11
de_wr_c1_23_14_14_cr,Extension,1
de_wr_c1_23_14_14_fs,Enhancement,7
de_wr_c1_23_14_14_fs,Extension,3
